LOANID,CUSTOMERID,LOANTYPE,LOANAMOUNT,INTERESTRATE,LOANSTATUS,EMI,LOANTERM,DISBURSEMENTDATE,REPAYMENTSCHEDULE
KMAR54834427711467,1308,Personal Loan,88377590,10.97,Rejected,44324,21,YYYY-22-DD 09:22:SS,3rd of every Month
GXCM08331841018430,1327,Auto Loan,10499611,7.92,Pending,10818,5,YYYY-51-DD 20:51:SS,5th of every Month
AOYL62498195275712,1778,Business Loan,12493553,7.12,Pending,25719,26,YYYY-17-DD 19:17:SS,4th of every Month
ZPRZ57319972254979,1289,Business Loan,35627843,13.82,Approved,48460,6,YYYY-09-DD 03:09:SS,7th of every Month
BEFA36249315919865,2253,Student Loan,8200256,13.52,Pending,32634,13,YYYY-48-DD 18:48:SS,4th of every Month
KJAJ24898241356273,1762,Home Loan,67504730,12.12,Approved,38896,13,YYYY-12-DD 21:12:SS,1st of every Month
YRWW83956875081492,1120,Home Loan,95752666,11.54,Approved,33381,21,YYYY-39-DD 00:39:SS,6th of every Month
TEDK92074135746786,2337,Business Loan,72458066,8.2,Approved,49953,25,YYYY-26-DD 03:26:SS,7th of every Month
CVPE92526910860971,1599,Credit Card Loan,37805050,12.71,Rejected,13834,20,YYYY-41-DD 22:41:SS,6th of every Month
XBGU22113062217208,2000,Home Loan,54901322,8.88,Approved,34674,2,YYYY-20-DD 21:20:SS,4th of every Month
RCKS90017179301970,2210,Home Loan,75518442,14.11,Pending,31127,18,YYYY-47-DD 13:47:SS,2nd of every Month
YUVX85850887616239,1797,Business Loan,63417261,8.27,Pending,29308,30,YYYY-21-DD 22:21:SS,3rd of every Month
LCVM12520759832797,1136,Student Loan,72462447,10.29,Rejected,46556,16,YYYY-23-DD 04:23:SS,3rd of every Month
SSBI61775046441648,1113,Home Loan,23307318,10.69,Approved,34924,28,YYYY-34-DD 11:34:SS,7th of every Month
TECF92292939539481,1462,Business Loan,38881608,13.72,Pending,10364,16,YYYY-38-DD 22:38:SS,5th of every Month
CXYO26624707148470,1157,Credit Card Loan,53205436,9.59,Approved,44043,9,YYYY-23-DD 09:23:SS,3rd of every Month
DIHS17990480062441,1818,Student Loan,32868500,10.6,Rejected,26056,17,YYYY-12-DD 13:12:SS,4th of every Month
OBVV58069030488434,2346,Home Loan,15093428,8.83,Pending,47034,23,YYYY-01-DD 03:01:SS,2nd of every Month
NCUA29645464140261,1277,Home Loan,51349454,9.97,Pending,45436,22,YYYY-08-DD 03:08:SS,7th of every Month
UZVI88421187096320,1775,Auto Loan,25568480,12.7,Rejected,11652,2,YYYY-22-DD 03:22:SS,7th of every Month
YECU00430945153543,2479,Credit Card Loan,94002215,13.7,Pending,48929,8,YYYY-55-DD 19:55:SS,4th of every Month
LJQR29233119193229,1479,Personal Loan,17064815,9.7,Rejected,38789,21,YYYY-51-DD 19:51:SS,7th of every Month
YRRR93364678864806,1374,Credit Card Loan,61790694,9.14,Rejected,49220,25,YYYY-11-DD 04:11:SS,7th of every Month
WVJX23809590813367,1645,Auto Loan,66662326,7.98,Pending,34630,30,YYYY-57-DD 15:57:SS,7th of every Month
WMMP24016740345536,2206,Personal Loan,87443033,7.83,Rejected,27414,1,YYYY-53-DD 13:53:SS,4th of every Month
QGKW17507889490461,1168,Auto Loan,50493764,9.7,Rejected,25503,14,YYYY-10-DD 09:10:SS,7th of every Month
FLIV60089226851541,1168,Home Loan,27481729,9.15,Pending,34808,29,YYYY-23-DD 13:23:SS,3rd of every Month
NOKJ34895031788928,2491,Personal Loan,43257685,9.9,Approved,25363,28,YYYY-22-DD 04:22:SS,7th of every Month
OAVM09881306521128,2390,Credit Card Loan,50624143,9.47,Approved,31765,15,YYYY-32-DD 04:32:SS,2nd of every Month
DRGY43076412785586,1289,Personal Loan,62229820,10.11,Approved,43639,3,YYYY-47-DD 04:47:SS,5th of every Month
HECA88114955620887,2010,Home Loan,81054434,12.56,Rejected,25721,19,YYYY-47-DD 13:47:SS,1st of every Month
HXHH52863709268215,1248,Auto Loan,28686538,8.92,Rejected,41718,6,YYYY-59-DD 18:59:SS,4th of every Month
GRWD90817938323874,2442,Auto Loan,39256817,11.95,Approved,16112,28,YYYY-51-DD 14:51:SS,6th of every Month
MIHJ37060046723706,1533,Home Loan,2589810,9.13,Approved,41075,18,YYYY-27-DD 13:27:SS,3rd of every Month
UQRF95019905378275,1743,Credit Card Loan,67553278,8.21,Approved,23681,28,YYYY-00-DD 21:00:SS,5th of every Month
ZKEL04944405235065,2298,Personal Loan,69138336,13.69,Rejected,23308,3,YYYY-23-DD 14:23:SS,1st of every Month
SOAJ02144752615492,1130,Auto Loan,19667756,14.78,Approved,48129,3,YYYY-38-DD 04:38:SS,3rd of every Month
XTEZ12923802241410,1100,Business Loan,84888243,9.3,Rejected,33860,27,YYYY-15-DD 23:15:SS,1st of every Month
SOFG97017728370146,1947,Auto Loan,41043660,7.51,Approved,27964,9,YYYY-32-DD 04:32:SS,5th of every Month
NQHU83468348152336,1379,Personal Loan,26674021,9.3,Rejected,15962,6,YYYY-53-DD 10:53:SS,1st of every Month
BHAS07966416060704,2415,Business Loan,61311306,9.45,Rejected,47063,21,YYYY-29-DD 11:29:SS,1st of every Month
TETW15277129720197,1616,Personal Loan,77577065,8.4,Pending,43082,23,YYYY-19-DD 12:19:SS,4th of every Month
FLYN44161731805595,1241,Home Loan,73761219,8.71,Pending,28479,4,YYYY-10-DD 03:10:SS,4th of every Month
YVVW08757597442696,1351,Auto Loan,15949841,13.56,Pending,18385,25,YYYY-19-DD 11:19:SS,7th of every Month
BWUF17759157183078,1813,Credit Card Loan,87060936,9.9,Rejected,23214,6,YYYY-45-DD 15:45:SS,4th of every Month
IXML65546491013234,1199,Home Loan,11646646,7.32,Rejected,30839,8,YYYY-20-DD 12:20:SS,5th of every Month
NJMC23040000046584,1075,Home Loan,17402658,11.77,Approved,48668,13,YYYY-07-DD 05:07:SS,5th of every Month
EUTH71441477339762,1572,Business Loan,375085,9.66,Rejected,24774,13,YYYY-00-DD 14:00:SS,3rd of every Month
HSVW62913437874138,1819,Credit Card Loan,21052445,13.72,Approved,10383,14,YYYY-52-DD 19:52:SS,6th of every Month
OZHX74996456895715,2136,Credit Card Loan,6272026,9.58,Approved,27111,23,YYYY-56-DD 23:56:SS,3rd of every Month
JDPO41952085664097,2026,Personal Loan,99358807,12.82,Approved,32068,25,YYYY-41-DD 07:41:SS,4th of every Month
STLE96644868578596,2126,Auto Loan,99786621,10.79,Approved,15019,13,YYYY-22-DD 19:22:SS,3rd of every Month
OALA84111702726231,2120,Auto Loan,24517303,10.69,Approved,21787,3,YYYY-19-DD 12:19:SS,3rd of every Month
PUSO42639799372815,1580,Student Loan,61606421,12.69,Rejected,26186,24,YYYY-55-DD 05:55:SS,7th of every Month
JOFN53063106073945,1073,Home Loan,54408735,12.26,Rejected,17119,10,YYYY-12-DD 20:12:SS,5th of every Month
QUEL86318470632720,1395,Home Loan,15245503,9.2,Rejected,46582,5,YYYY-48-DD 15:48:SS,2nd of every Month
DGZL76024980642062,1437,Auto Loan,74827421,9.94,Rejected,19189,26,YYYY-19-DD 09:19:SS,4th of every Month
LBNM61717630831731,1039,Home Loan,14591876,10.35,Rejected,23693,5,YYYY-35-DD 12:35:SS,5th of every Month
KWZP22472946687364,2286,Business Loan,97869810,12.4,Pending,29318,10,YYYY-14-DD 22:14:SS,1st of every Month
BTJK90616284437940,1159,Student Loan,40769961,8.28,Approved,12493,25,YYYY-20-DD 12:20:SS,3rd of every Month
BLUJ91775021681954,1202,Student Loan,69382540,8.61,Approved,10144,16,YYYY-30-DD 23:30:SS,3rd of every Month
ZRAB79839850467405,2212,Business Loan,63108907,14.39,Approved,27241,27,YYYY-00-DD 04:00:SS,6th of every Month
XEIJ46518670977385,2104,Business Loan,76623334,14.69,Rejected,41823,23,YYYY-22-DD 14:22:SS,7th of every Month
HCLB80935067497604,1486,Auto Loan,41859166,9.16,Rejected,26075,10,YYYY-33-DD 21:33:SS,3rd of every Month
FTMQ44643955554593,2212,Home Loan,88166549,10.37,Pending,43662,1,YYYY-07-DD 13:07:SS,2nd of every Month
PGFA56871984998122,2189,Student Loan,81951712,9.59,Pending,40234,20,YYYY-18-DD 21:18:SS,6th of every Month
KCUL67693749235772,1919,Business Loan,4294128,12.1,Approved,20919,1,YYYY-18-DD 16:18:SS,3rd of every Month
FPFO76098053915594,1376,Auto Loan,39326520,9.2,Rejected,45617,25,YYYY-08-DD 06:08:SS,6th of every Month
WCXA33286258676925,2292,Auto Loan,78515378,13.59,Approved,11367,13,YYYY-14-DD 19:14:SS,2nd of every Month
FFJI96312009506655,1359,Student Loan,34492758,8.1,Approved,25640,13,YYYY-12-DD 09:12:SS,4th of every Month
TXQA86187433112349,1893,Credit Card Loan,66890632,8.21,Rejected,37760,26,YYYY-31-DD 13:31:SS,4th of every Month
ONZH40227411024916,1624,Student Loan,22376193,11.79,Rejected,23055,26,YYYY-01-DD 06:01:SS,6th of every Month
NHKL16712769102031,1892,Credit Card Loan,15526381,10.43,Approved,26406,23,YYYY-56-DD 12:56:SS,5th of every Month
DXAP14790187668507,2174,Home Loan,81621165,9.96,Rejected,15464,4,YYYY-11-DD 13:11:SS,7th of every Month
FGXE40579160976365,1447,Home Loan,70934568,9.84,Rejected,44583,13,YYYY-10-DD 10:10:SS,2nd of every Month
YICR57345545108233,2472,Auto Loan,67355095,13.65,Pending,29526,28,YYYY-55-DD 22:55:SS,4th of every Month
KUFH80537828831402,1328,Personal Loan,80323827,13.51,Rejected,30088,18,YYYY-30-DD 04:30:SS,3rd of every Month
AIYM98342961608322,1769,Auto Loan,3501578,11.47,Pending,48458,12,YYYY-28-DD 23:28:SS,5th of every Month
NGUZ87452869628970,1101,Student Loan,34250512,9.77,Approved,27104,24,YYYY-05-DD 02:05:SS,6th of every Month
PKAS48319523462588,1587,Credit Card Loan,30153787,7.1,Rejected,29687,14,YYYY-19-DD 04:19:SS,6th of every Month
KWDY26173623249716,1803,Credit Card Loan,76299197,14.5,Pending,36724,25,YYYY-51-DD 23:51:SS,1st of every Month
TBFL22628060873325,2146,Auto Loan,3108516,14.83,Pending,47315,25,YYYY-46-DD 12:46:SS,2nd of every Month
CXHF95086152405896,2443,Auto Loan,75822165,9.26,Approved,35843,26,YYYY-20-DD 21:20:SS,5th of every Month
GSUH79633421454439,2016,Student Loan,52218506,14.13,Pending,23810,24,YYYY-35-DD 10:35:SS,3rd of every Month
RVBW72768140143559,1254,Business Loan,37112422,9.1,Rejected,44281,25,YYYY-24-DD 15:24:SS,2nd of every Month
BFUE65797640578558,1333,Credit Card Loan,7010838,8.1,Approved,18060,27,YYYY-50-DD 16:50:SS,5th of every Month
AJSF66014121101984,2348,Auto Loan,31334291,11.78,Pending,14747,14,YYYY-50-DD 17:50:SS,7th of every Month
NBWN65879461190551,1841,Home Loan,58412935,14.7,Rejected,14549,30,YYYY-24-DD 14:24:SS,5th of every Month
DNOD73880695422372,2258,Home Loan,84012705,8.96,Rejected,13356,16,YYYY-54-DD 19:54:SS,2nd of every Month
UWPE81187603038249,1079,Student Loan,45903399,12.34,Pending,35979,19,YYYY-35-DD 20:35:SS,7th of every Month
UMOL78083755906870,1331,Credit Card Loan,93877286,9.84,Pending,28034,26,YYYY-28-DD 04:28:SS,6th of every Month
DJBQ17189533751408,2099,Business Loan,70237334,12.43,Approved,35855,18,YYYY-36-DD 03:36:SS,7th of every Month
NNCT94030882800679,2462,Personal Loan,30732370,13.25,Rejected,20682,24,YYYY-52-DD 09:52:SS,5th of every Month
LQKH62360871993680,1298,Auto Loan,38491830,11.32,Pending,35281,17,YYYY-56-DD 16:56:SS,4th of every Month
CINK20117421129297,1056,Personal Loan,92793790,8.89,Pending,30147,14,YYYY-15-DD 22:15:SS,7th of every Month
NKOK66625931099362,2103,Student Loan,7528151,9.52,Pending,36688,30,YYYY-35-DD 07:35:SS,1st of every Month
INPY03704241021107,2266,Student Loan,77474326,14.82,Approved,28997,2,YYYY-04-DD 11:04:SS,2nd of every Month
KNJN94905069717444,2160,Credit Card Loan,24576854,12.47,Rejected,46168,21,YYYY-56-DD 02:56:SS,1st of every Month
OXUH97145145358993,1078,Student Loan,82328067,8.23,Approved,42711,26,YYYY-41-DD 01:41:SS,3rd of every Month
AQEJ59364755114999,1863,Home Loan,79697725,8.74,Pending,17415,21,YYYY-19-DD 18:19:SS,2nd of every Month
OJXU47841708025634,1322,Student Loan,7397096,14.1,Rejected,42351,23,YYYY-46-DD 20:46:SS,6th of every Month
UDNA52759455580752,1414,Home Loan,14280367,9.7,Approved,16991,3,YYYY-10-DD 16:10:SS,7th of every Month
MOKP75585950409782,1710,Business Loan,94113638,13.72,Pending,47222,12,YYYY-28-DD 22:28:SS,3rd of every Month
SGWC11846703704374,2250,Credit Card Loan,60025000,13.17,Approved,41786,29,YYYY-11-DD 13:11:SS,5th of every Month
YMYX99323519837669,2310,Business Loan,85327948,9.12,Pending,21128,26,YYYY-28-DD 03:28:SS,6th of every Month
PYVX32559809520810,2477,Credit Card Loan,87457607,8.2,Approved,29329,23,YYYY-20-DD 09:20:SS,5th of every Month
SIOF42236867046486,1473,Credit Card Loan,86124056,11.55,Pending,44722,30,YYYY-54-DD 15:54:SS,7th of every Month
IXLF83089188681690,1669,Auto Loan,77784445,9.96,Rejected,25977,25,YYYY-46-DD 03:46:SS,1st of every Month
HCSO85259072346962,2195,Home Loan,78358067,11.84,Pending,29617,15,YYYY-31-DD 14:31:SS,7th of every Month
FSPT25838864352404,2419,Personal Loan,20458495,14.52,Pending,30848,21,YYYY-15-DD 19:15:SS,6th of every Month
KZPN67269096080273,1967,Home Loan,52150730,10.33,Pending,38656,11,YYYY-12-DD 18:12:SS,1st of every Month
RQJH45299328557183,2395,Business Loan,12202350,10.29,Approved,16540,3,YYYY-48-DD 05:48:SS,7th of every Month
KICT13737245182590,1241,Student Loan,58233891,8.22,Approved,11447,10,YYYY-18-DD 22:18:SS,3rd of every Month
GQOT78473089256882,1343,Student Loan,85610994,11.44,Rejected,37877,9,YYYY-01-DD 04:01:SS,4th of every Month
QEXT29400607920099,2004,Home Loan,30119624,11.41,Approved,32343,11,YYYY-09-DD 17:09:SS,2nd of every Month
MDKT58618340269610,1014,Business Loan,80451098,11.99,Approved,36860,23,YYYY-28-DD 15:28:SS,1st of every Month
ONGA00161606257129,1967,Home Loan,65571478,12.45,Approved,40388,19,YYYY-26-DD 20:26:SS,7th of every Month
CPSO82421249075747,1078,Credit Card Loan,6955041,10.14,Rejected,44275,19,YYYY-45-DD 20:45:SS,5th of every Month
ZTZQ41027997850748,1703,Credit Card Loan,7202089,11.26,Pending,48154,9,YYYY-38-DD 16:38:SS,3rd of every Month
XSON06504913408622,1463,Auto Loan,82792603,14.74,Approved,30646,17,YYYY-34-DD 16:34:SS,3rd of every Month
TWGL83169082223083,2062,Business Loan,12984109,13.22,Rejected,39815,17,YYYY-56-DD 06:56:SS,6th of every Month
NTZQ25227783240325,2463,Auto Loan,41567873,9.49,Rejected,12989,4,YYYY-07-DD 08:07:SS,5th of every Month
EXOM20341701123560,2393,Student Loan,31467840,9.41,Approved,23190,18,YYYY-45-DD 23:45:SS,2nd of every Month
MGFQ93369615094965,2403,Auto Loan,2323936,7.32,Pending,33856,17,YYYY-02-DD 10:02:SS,6th of every Month
YUJX55818419783807,1741,Home Loan,76782791,13.99,Approved,23489,23,YYYY-44-DD 07:44:SS,6th of every Month
HHLW05594080982764,1906,Student Loan,88737581,14.9,Rejected,24703,7,YYYY-04-DD 01:04:SS,6th of every Month
LRKT10448972693796,1719,Home Loan,82791934,11.82,Pending,42808,21,YYYY-50-DD 16:50:SS,3rd of every Month
JFME70190290209287,1260,Home Loan,37855281,10.8,Pending,21057,23,YYYY-39-DD 01:39:SS,5th of every Month
RXGQ39142951091503,1682,Personal Loan,7166054,8.69,Approved,16846,27,YYYY-33-DD 20:33:SS,1st of every Month
HZIG34000625442968,2261,Personal Loan,86823499,10.39,Pending,12950,23,YYYY-50-DD 08:50:SS,1st of every Month
AWNY38667949422895,1588,Student Loan,63970377,12.7,Pending,43199,29,YYYY-58-DD 11:58:SS,5th of every Month
XEAP44176768907552,1171,Personal Loan,86204486,12.4,Approved,32294,17,YYYY-40-DD 15:40:SS,3rd of every Month
IBWB54438980433666,1113,Student Loan,12552804,8.51,Pending,37690,13,YYYY-02-DD 01:02:SS,2nd of every Month
FBOI34301433594485,2126,Home Loan,40420176,8.1,Rejected,43229,9,YYYY-14-DD 00:14:SS,4th of every Month
QXNG60526150375868,2134,Home Loan,80834599,12.6,Approved,31259,8,YYYY-51-DD 05:51:SS,2nd of every Month
URNP01833518407411,2300,Business Loan,6251089,13.36,Pending,48620,27,YYYY-57-DD 22:57:SS,2nd of every Month
EWGC33548352679041,1828,Personal Loan,11712851,12.35,Rejected,43932,4,YYYY-19-DD 17:19:SS,3rd of every Month
YCDO96386602220825,2187,Home Loan,36429542,11.33,Approved,26322,24,YYYY-40-DD 01:40:SS,2nd of every Month
OJZG40236131623690,2072,Credit Card Loan,98924606,9.15,Rejected,30351,7,YYYY-05-DD 05:05:SS,7th of every Month
EXQP56613236137505,1900,Business Loan,5557896,8.49,Rejected,11667,12,YYYY-19-DD 00:19:SS,6th of every Month
EOCW14865614861577,1498,Auto Loan,73086613,13.44,Approved,44600,19,YYYY-25-DD 07:25:SS,7th of every Month
WVPH22083763744875,1666,Business Loan,31136904,13.8,Pending,11896,30,YYYY-00-DD 19:00:SS,4th of every Month
MDPN20631314820177,1568,Credit Card Loan,43468670,9.96,Approved,32891,18,YYYY-02-DD 12:02:SS,2nd of every Month
VYAP22095293346408,2207,Student Loan,2257753,14.41,Pending,22085,23,YYYY-14-DD 19:14:SS,1st of every Month
IIAN98011492114886,1653,Auto Loan,7612729,9.44,Approved,28099,3,YYYY-52-DD 10:52:SS,3rd of every Month
URJJ73178347469443,1487,Home Loan,39240671,10.25,Rejected,46942,26,YYYY-29-DD 21:29:SS,2nd of every Month
SOYK41358745788693,2174,Business Loan,79229289,14.3,Rejected,43735,19,YYYY-45-DD 12:45:SS,5th of every Month
ZOWT42491226838889,1317,Credit Card Loan,82312390,14.7,Pending,25398,9,YYYY-33-DD 16:33:SS,1st of every Month
IPQA44546909792670,2096,Auto Loan,52669393,9.74,Pending,13126,13,YYYY-12-DD 01:12:SS,6th of every Month
QRIG03579641500208,1703,Home Loan,11613267,10.4,Approved,39450,7,YYYY-55-DD 06:55:SS,4th of every Month
DNMW88609020226070,1308,Personal Loan,85080414,14.85,Approved,15935,15,YYYY-48-DD 18:48:SS,7th of every Month
TYFR69667761241724,1730,Auto Loan,82925638,13.31,Pending,33309,18,YYYY-29-DD 18:29:SS,6th of every Month
VSZE18020655330026,1501,Business Loan,84335225,12.39,Pending,16565,3,YYYY-55-DD 10:55:SS,6th of every Month
GJLD59181172600201,2400,Business Loan,32357587,9.26,Pending,46370,14,YYYY-42-DD 06:42:SS,4th of every Month
RNFV02938169150100,2443,Home Loan,32614123,12.54,Rejected,21524,20,YYYY-14-DD 19:14:SS,2nd of every Month
ICHC73651903342225,1636,Student Loan,28921725,7.56,Pending,48829,11,YYYY-29-DD 16:29:SS,7th of every Month
NJPJ05481473992969,1183,Business Loan,93517334,8.78,Approved,19791,22,YYYY-09-DD 18:09:SS,2nd of every Month
WKVF44346382715953,1859,Credit Card Loan,98248228,14.38,Rejected,49362,25,YYYY-19-DD 07:19:SS,5th of every Month
FRYT75309861662264,1342,Business Loan,74609924,14.44,Pending,32292,2,YYYY-26-DD 06:26:SS,5th of every Month
JZHE50796395181180,1499,Business Loan,45199836,11.47,Rejected,23634,11,YYYY-02-DD 19:02:SS,2nd of every Month
GDLB94763463835276,1852,Credit Card Loan,71608935,11.54,Approved,33634,28,YYYY-02-DD 12:02:SS,7th of every Month
ZUYM65979435624924,2395,Auto Loan,97644258,11.6,Approved,29130,17,YYYY-16-DD 22:16:SS,2nd of every Month
DCIH46545106555977,2209,Personal Loan,85493821,7.64,Approved,12586,12,YYYY-14-DD 23:14:SS,1st of every Month
GHXL96909115417952,1002,Personal Loan,4898807,10.34,Pending,28177,1,YYYY-03-DD 09:03:SS,4th of every Month
ZBRR73414691994454,2447,Credit Card Loan,54939078,14,Rejected,27104,2,YYYY-11-DD 12:11:SS,3rd of every Month
GMQA76192986451482,1071,Home Loan,37460073,7.3,Approved,46253,18,YYYY-29-DD 12:29:SS,5th of every Month
DWGT72974257560889,1839,Student Loan,13672298,12.44,Approved,41533,28,YYYY-59-DD 00:59:SS,2nd of every Month
LAZS25364513291030,1040,Credit Card Loan,78440528,7.58,Rejected,35984,5,YYYY-53-DD 17:53:SS,3rd of every Month
NHUG51902901474755,1185,Personal Loan,19353062,8.79,Pending,31371,27,YYYY-34-DD 15:34:SS,5th of every Month
KQJW59911741482955,2408,Home Loan,77071235,12.9,Rejected,27838,11,YYYY-28-DD 23:28:SS,3rd of every Month
HQZV36565173540925,1155,Home Loan,47056879,7.97,Pending,49020,24,YYYY-41-DD 05:41:SS,4th of every Month
NPDJ17169966475144,2005,Credit Card Loan,51312950,11.84,Approved,33953,8,YYYY-34-DD 01:34:SS,1st of every Month
XJDI66236342526929,1024,Business Loan,82744530,12.95,Rejected,30363,28,YYYY-11-DD 03:11:SS,1st of every Month
CKNO62902239952504,1640,Home Loan,25097728,12.44,Approved,16086,22,YYYY-01-DD 10:01:SS,7th of every Month
ARHJ31483970819484,1946,Personal Loan,58925561,12.9,Pending,48967,29,YYYY-06-DD 22:06:SS,7th of every Month
FNIC86927422402831,2391,Student Loan,37237130,7.89,Rejected,47520,1,YYYY-55-DD 19:55:SS,7th of every Month
FHYQ93306940492236,2478,Credit Card Loan,52157452,10.79,Pending,48094,29,YYYY-38-DD 19:38:SS,2nd of every Month
XFGS60272391363897,1199,Home Loan,34666611,9.8,Pending,22923,18,YYYY-40-DD 05:40:SS,7th of every Month
IJHN67269170513550,1476,Home Loan,56688633,8.35,Approved,29061,30,YYYY-48-DD 03:48:SS,7th of every Month
SRTC60629984655039,1802,Credit Card Loan,39582725,9.45,Approved,21812,10,YYYY-27-DD 16:27:SS,4th of every Month
JIKH83758586653632,1987,Credit Card Loan,80721279,10.13,Approved,37090,8,YYYY-58-DD 01:58:SS,3rd of every Month
ZKNJ97556827220713,1729,Home Loan,62941186,12.84,Approved,49610,11,YYYY-45-DD 01:45:SS,5th of every Month
RDQW58291069675135,1296,Home Loan,16005340,7.9,Rejected,33694,5,YYYY-17-DD 10:17:SS,2nd of every Month
CDVR92437469776134,2107,Credit Card Loan,43499373,13.76,Rejected,29836,7,YYYY-22-DD 00:22:SS,4th of every Month
UHSZ27503634232266,2487,Student Loan,61377089,9.54,Pending,10649,10,YYYY-30-DD 14:30:SS,7th of every Month
ZTFX79053269883994,1623,Credit Card Loan,27204757,13.34,Approved,15710,10,YYYY-18-DD 08:18:SS,1st of every Month
CYGD14633083276353,1759,Auto Loan,24562184,9.47,Approved,38840,18,YYYY-05-DD 15:05:SS,7th of every Month
MBNM36641812385196,1471,Auto Loan,96165118,11.4,Rejected,46619,30,YYYY-17-DD 02:17:SS,1st of every Month
CARE90568573939999,1131,Personal Loan,71135307,9.38,Rejected,25719,8,YYYY-04-DD 04:04:SS,1st of every Month
QFVQ46963929773010,1538,Home Loan,68138069,13.41,Approved,22328,27,YYYY-21-DD 22:21:SS,7th of every Month
